pl_hostname,pl_letter,pl_dens,pl_disc,pl_massj,pl_radj,pl_orbsmax,pl_orbper,st_bmvj,st_dist,st_lum,st_rad,st_spstr
WASP-104,b,1.07400,2014,1.27200,1.137,0.029180,1.75541370,,143.00,,0.96,G8
WASP-106,b,1.86000,2014,1.92500,1.085,0.091700,9.28971500,,283.00,,1.39,F9
WASP-117,b,0.34450,2014,0.27550,1.021,0.094590,10.02165000,,,,1.17,F9
WD 0806-661,b,,2011,7.50000,,2500.000000,,,19.20,,,
WTS-1,b,1.61000,2012,4.01000,1.490,0.047000,3.35205700,,3200.00,,1.15,F6 V
WISEP J121756.91+162640.2 A,b,,2012,22.00000,0.934,8.000000,,,10.10,,0.09,T8.5
XO-1,b,0.64000,2006,0.92000,1.210,0.049000,3.94150685,0.660,172.00,-0.066,0.94,G1 V
XO-2 N,b,0.70000,2007,0.59700,1.019,0.036730,2.61585922,0.864,145.50,-0.155,1.01,K0 V
XO-2 S,b,,2014,,,0.134400,18.15700000,0.841,148.00,,1.02,
XO-2 S,c,,2014,,,0.475600,120.80000000,0.841,148.00,,1.02,
XO-3,b,8.10000,2007,11.79000,1.217,0.045400,3.19152390,,174.00,0.465,1.38,F5 V
K2-58,d,,2016,,0.153,0.151700,22.88270000,0.939,,,0.86,
K2-59,b,,2016,,0.215,0.135400,20.69210000,0.903,,,0.73,
K2-59,c,,2016,,0.205,0.090500,11.29540000,0.903,,,0.73,
K2-60,b,,2016,,0.883,0.041790,3.00262700,0.773,,,1.47,
K2-61,b,,2016,,0.221,0.039200,2.57302000,0.698,,,1.36,
K2-62,b,,2016,,0.191,0.063600,6.67202000,1.108,,,0.73,
K2-62,c,,2016,,0.191,0.114800,16.19660000,1.108,,,0.73,
K2-63,b,,2016,,0.287,0.162700,20.25700000,0.593,,,1.63,
K2-64,b,,2016,,0.185,0.061900,6.53044000,0.805,,,0.73,
K2-65,b,,2016,,0.141,0.101400,12.64750000,0.794,78.06,,0.84,
K2-66,b,,2016,,0.222,0.060690,5.06965000,0.590,,,1.71,
K2-67,b,,2016,,1.552,0.161100,24.38724000,0.613,,,1.12,
K2-68,b,,2016,,0.141,0.070800,8.05428000,0.988,,,0.68,
K2-69,b,,2016,,0.207,0.059100,7.06599000,,,,0.49,
K2-70,b,,2016,,0.258,0.111200,13.97896000,0.926,,,0.93,
K2-71,b,,2016,,0.192,0.055900,6.98541000,,,,0.43,
K2-72,b,,2016,,0.067,0.037000,5.57739000,1.383,,,0.23,
K2-72,c,,2016,,0.077,0.072200,15.18710000,1.383,,,0.23,
K2-72,d,,2016,,0.065,0.046100,7.75990000,1.383,,,0.23,
K2-72,e,,2016,,0.073,0.098000,24.16690000,1.383,,,0.23,
K2-73,b,,2016,,0.219,0.076190,7.49543000,1.086,,,1.06,
K2-74,b,,2016,,0.206,0.140200,19.56660000,0.551,,,0.98,
K2-75,b,,2016,,0.238,0.081000,7.81420000,0.645,,,1.56,
K2-75,c,,2016,,0.247,0.142900,18.31100000,0.645,,,1.56,
K2-76,b,,2016,,0.990,0.163800,23.97260000,,,,1.28,
K2-77,b,,2016,1.90000,0.205,,8.19979600,1.071,141.00,-0.500,0.76,
K2-78,b,,2016,,0.127,0.032800,2.29016000,0.896,,,0.88,
K2-79,b,,2016,,0.329,0.098700,10.99573000,0.818,,,1.28,
K2-80,b,,2016,,0.179,0.135000,19.09180000,0.984,,,0.87,
K2-80,c,,2016,,0.131,0.059600,5.60500000,0.984,,,0.87,
K2-81,b,,2016,,0.162,0.057900,6.10224000,1.196,,,0.63,
Kepler-270,c,,2014,,0.158,0.180000,25.26288700,,,,1.46,
Kepler-271,b,,2014,,0.079,0.056000,5.21773800,,,,0.88,
Kepler-271,c,,2014,,0.089,0.071000,7.41093500,,,,0.88,
Kepler-272,b,,2014,,0.128,0.038000,2.97135300,,,,0.93,
Kepler-272,c,,2014,,0.160,0.061000,6.05734200,,,,0.93,
Kepler-272,d,,2014,,0.201,0.091000,10.93730400,,,,0.93,
Kepler-273,b,,2014,,0.134,0.037000,2.93653200,,,,0.81,
Kepler-273,c,,2014,,0.177,0.073000,8.01492700,,,,0.81,
Kepler-274,b,,2014,,0.137,0.101000,11.63478800,,,,1.01,
Kepler-274,c,,2014,,0.164,0.204000,33.19786100,,,,1.01,
Kepler-275,b,,2014,,0.209,0.098000,10.30068200,,,,1.38,
Kepler-275,c,,2014,,0.302,0.132000,16.08813400,,,,1.38,
Kepler-275,d,,2014,,0.297,0.224000,35.67606200,,,,1.38,
Kepler-276,b,,2014,,0.256,0.119000,14.12841000,,,,1.05,
Kepler-276,c,,2013,0.05200,0.259,,31.88400000,,,,1.05,
Kepler-277,b,,2013,0.27500,0.261,,17.32400000,,,,1.69,
Kepler-277,c,,2013,0.20200,0.300,,33.00600000,,,,1.69,
Kepler-278,c,,2014,,0.320,0.294000,51.07877500,,,,2.94,
Kepler-279,b,,2014,,0.323,0.112000,12.30968100,,,,1.75,
Kepler-279,c,,2013,0.15500,0.384,,35.73600000,,,,1.75,
Kepler-280,b,,2014,,0.129,0.032000,2.13954200,,,,0.89,
Kepler-280,c,,2014,,0.179,0.056000,4.80709100,,,,0.89,
Kepler-281,b,,2014,,0.252,0.117000,14.64600800,,,,0.90,
Kepler-282,b,,2014,,0.090,0.082000,9.22052400,,,,0.90,
Kepler-282,c,,2014,,0.107,0.106000,13.63872300,,,,0.90,
Kepler-282,d,,2013,0.19200,0.219,,24.80600000,,,,0.90,
BD+20 2457,c,,2009,,,2.010000,621.99000000,,,3.170,49.00,K2 II
XO-5,b,1.06000,2008,1.19000,1.140,0.051500,4.18775580,,260.00,,1.13,G8 V
HATS-9,b,0.85000,2015,0.83700,1.065,0.030480,1.91530730,0.804,622.00,0.230,1.50,
HATS-10,b,0.70000,2015,0.52600,0.969,0.044910,3.31284600,,496.00,0.117,1.10,
Kepler-449,b,,2015,,0.183,,12.58242000,,,,1.47,
Kepler-449,c,,2015,,0.247,,33.67270000,,,,1.47,
Kepler-450,b,,2015,,0.548,,28.45485100,,,,1.57,
Kepler-450,c,,2015,,0.234,,15.41313500,,,,1.57,
Kepler-450,d,,2015,,0.075,,7.51464000,,,,1.57,
Kepler-92,d,,2015,,0.184,,49.35680000,,,,1.70,
HAT-P-55,b,0.43500,2015,0.58200,1.182,0.046040,3.58524670,0.664,480.00,,1.01,
Kepler-452,b,,2015,,0.145,1.046000,384.84300000,,,,1.11,G2
HAT-P-56,b,0.86000,2015,2.18000,1.466,0.042300,2.79083270,0.379,310.50,,1.43,F8
Kepler-432,c,,2015,,,,406.20000000,,870.00,,4.06,
Kepler-444,e,,2015,,0.049,0.069600,7.74349300,0.800,35.70,,0.75,K
Kepler-445,c,,2015,,0.220,,4.87122900,,90.00,,0.21,M4
Kepler-446,c,,2015,,0.100,,3.03617900,,120.00,,0.24,M4
24 Sex,c,,2010,,,2.080000,883.00000000,0.958,74.79,1.164,4.90,K0 IV
2MASS J04414489+2301513,b,,2010,7.50000,,15.000000,,,140.00,,,M8.5
30 Ari B,b,,2009,,,0.995000,335.10000000,0.496,39.43,,1.13,F6 V
47 UMa,b,,1996,,,2.100000,1078.00000000,0.610,14.08,,1.23,G0 V
51 Peg,b,,1995,,,0.052700,4.23078500,0.670,15.36,,1.20,G2.5 IV
55 Cnc,d,,2002,3.87800,,5.503000,4825.00000000,0.870,12.53,-0.235,0.94,G8 V
6 Lyn,b,,2008,,,2.180000,874.77400000,0.940,56.95,1.176,5.20,K0 III-IV
61 Vir,d,,2009,,,0.476000,123.01000000,0.710,8.52,-0.095,0.96,G5 V
75 Cet,b,,2012,,,2.100000,691.90000000,1.020,81.50,1.730,10.50,G3 III
AB Pic,b,,2005,13.50000,,260.000000,,0.883,45.52,,,K2 V
BD+20 1790,b,,2010,,,0.066000,7.78287000,,25.40,-0.770,0.71,K5 V
K2-82,b,,2016,,0.232,0.039200,7.19583400,0.913,,,0.17,
K2-83,b,,2016,,0.111,0.030140,2.74697000,1.539,,,0.42,
K2-83,c,,2016,,0.132,0.071310,9.99767000,1.539,,,0.42,
K2-84,b,,2016,,0.215,0.066500,6.42150000,0.991,,,0.93,
K2-84,c,,2016,,0.181,0.176800,27.86000000,0.991,,,0.93,
K2-85,b,,2016,,0.090,0.012630,0.68453300,0.973,,,0.51,
K2-86,b,,2016,,0.175,0.077000,8.77683000,0.647,,,0.76,
K2-87,b,,2016,,0.410,0.087600,9.72739000,1.179,,,0.93,
K2-88,b,,2016,,0.110,0.034500,4.61220000,1.526,,,0.26,
K2-89,b,,2016,,0.055,0.014620,1.09602600,1.466,,,0.32,
K2-90,b,,2016,,0.182,0.092600,13.73110000,1.325,,,0.49,
K2-90,c,,2016,,0.091,0.032800,2.90032000,1.325,,,0.49,
K2-91,b,,2016,,0.098,0.016400,1.41954900,1.507,,,0.28,
K2-92,b,,2016,,0.228,0.015660,0.70181800,0.868,,,1.38,
HD 59686 A,b,,2016,,,1.086000,299.36000000,1.126,96.80,,13.20,K2 III
K2-95,b,,2016,0.03458,0.310,0.065300,10.13389000,,172.00,-1.678,0.40,M3.0
HD 3167,b,,2016,,0.139,,0.95962800,0.826,45.80,,0.83,K0 V
HD 3167,c,,2016,,0.254,,29.84540000,0.826,45.80,,0.83,K0 V
HD 133131 A,b,,2016,,,1.440000,649.00000000,0.589,47.00,,,G2 V
HD 133131 A,c,,2016,,,4.490000,3568.00000000,0.589,47.00,,,G2 V
HD 133131 B,1,,2016,,,6.150000,5769.00000000,0.618,47.00,,,G2 V
HR 2562,b,,2016,30.00000,1.110,20.300000,,0.460,33.63,,,F5 V
KELT-17,b,0.46000,2016,1.31000,1.525,0.048810,3.08017160,,210.00,0.876,1.65,A
WASP-92,b,0.34600,2016,0.80500,1.461,0.034800,2.17467420,,530.00,,1.34,F7
WASP-93,b,0.47900,2016,1.47000,1.597,0.042110,2.73253210,,250.00,,1.52,F4
WASP-118,b,0.23300,2016,0.51400,1.440,0.054530,4.04604350,0.612,250.00,,1.70,F6
HD 111998,b,,2016,,,1.820000,825.90000000,,32.73,,1.45,F5 V
K2-105,b,,2017,0.09439,0.369,0.081000,8.26690200,0.931,233.00,,0.95,
Kepler-1385,b,,2016,,0.076,,2.88879862,,527.00,,1.29,
Kepler-1388,d,,2016,,0.255,,20.95681580,,492.00,,0.61,
Kepler-296,b,,2014,,0.144,0.079000,10.86438400,,226.00,,0.48,
Kepler-283,b,,2014,,0.190,0.082000,11.00815100,,,,0.57,
Kepler-283,c,,2014,,0.162,0.341000,92.74371100,,,,0.57,
Kepler-284,b,,2014,,0.200,0.104000,12.69914900,,,,0.81,
Kepler-285,b,,2014,,0.120,0.036000,2.63386700,,,,0.81,
Kepler-285,c,,2014,,0.100,0.064000,6.18667600,,,,0.81,
Kepler-286,b,,2014,,0.111,0.027000,1.79630200,,,,0.86,
Kepler-286,d,,2014,,0.119,0.061000,5.91432300,,,,0.86,
Kepler-286,e,,2014,,0.158,0.176000,29.22128900,,,,0.86,
Kepler-287,b,,2014,,0.208,0.145000,20.34219900,,,,1.03,
Kepler-288,b,,2014,,0.149,0.065000,6.09732600,,,,1.09,
Kepler-288,c,,2014,,0.254,0.140000,19.30577200,,,,1.09,
Kepler-288,d,,2014,,0.238,0.287000,56.63374200,,,,1.09,
Kepler-289,b,4.10000,2014,0.02300,0.192,0.210000,34.54500000,,700.00,0.061,1.00,
Kepler-289,d,1.20000,2014,0.01300,0.239,0.330000,66.06340000,,700.00,0.061,1.00,
Kepler-290,b,,2014,,0.201,0.110000,14.58934700,,,,0.74,
Kepler-290,c,,2014,,0.241,0.205000,36.77031000,,,,0.74,
Kepler-291,c,,2014,,0.168,0.065000,5.70078600,,,,1.02,
Kepler-292,b,,2014,,0.118,0.035000,2.58082700,,,,0.83,
Kepler-292,c,,2014,,0.131,0.045000,3.71533500,,,,0.83,
Kepler-292,e,,2014,,0.238,0.097000,11.97901000,,,,0.83,
Kepler-292,f,,2014,,0.210,0.141000,20.83423700,,,,0.83,
Kepler-293,b,,2014,,0.274,0.144000,19.25419600,,,,0.96,
Kepler-294,b,,2014,,0.158,0.048000,3.70121200,,,,0.98,
Kepler-294,c,,2014,,0.242,0.071000,6.62640000,,,,0.98,
Kepler-295,c,,2014,,0.104,0.142000,21.52625800,,,,0.90,
HAT-P-4,b,0.40300,2007,0.67100,1.274,0.044380,3.05653600,0.713,314.00,0.431,1.60,G1 V
BD-06 1339,c,,2013,,,0.435000,125.94000000,1.330,20.10,-1.022,,K7/M0 V
BD-10 3166,b,,2000,,,0.045200,3.48777000,0.840,80.00,,,K0 V
CT Cha,b,,2007,17.00000,2.200,440.000000,,,165.00,,,
CoRoT-11,b,0.99000,2010,2.33000,1.430,0.043600,2.99433000,,560.00,,1.37,F6 V
CoRoT-17,b,2.82000,2011,2.43000,1.020,0.046100,3.76810000,,920.00,,1.59,G2 V
CoRoT-20,b,8.87000,2011,4.24000,0.840,0.090200,9.24285000,,1230.00,,1.02,G2 V
CoRoT-24,b,0.90000,2014,0.01800,0.330,0.056000,5.11340000,,600.00,,0.86,K1 V
CoRoT-26,b,0.28000,2013,0.52000,1.260,0.052600,4.20474000,,1670.00,,1.79,G5
CoRoT-3,b,26.40000,2008,21.66000,1.010,,4.25680000,,680.00,,1.56,F3 V
CoRoT-7,c,,2009,0.02643,,0.046000,3.69800000,,153.70,,0.82,G9 V
DENIS-P J082303.1-491201,b,,2013,28.50000,,0.360000,246.36000000,,20.77,,,L1.5
FU Tau,b,,2008,16.00000,,800.000000,,,140.00,-0.699,,M7.25
GJ 15 A,b,,2014,,,0.071700,11.44330000,1.480,3.57,-1.663,0.39,M2 V
GJ 179,b,,2009,,,2.410000,2288.00000000,1.520,12.12,-1.796,0.38,M3.5 V
GJ 328,b,,2013,,,4.500000,4100.00000000,1.380,20.03,,,M1
GJ 3470,b,1.18000,2012,0.04300,0.346,0.031000,3.33664870,,25.20,,0.48,M1.5
GJ 504,b,,2013,4.00000,,43.500000,,0.580,17.95,0.332,,G0 V
GJ 581,e,,2009,,,0.028150,3.14900000,1.630,6.27,-1.886,0.29,M3 V
GJ 667 C,e,,2013,,,0.213000,62.24000000,,6.80,-1.863,,M1.5 V
GJ 674,b,,2007,,,0.039000,4.69380000,1.570,4.54,-1.796,,M2.5
GJ 832,b,,2008,,,3.560000,3657.00000000,1.506,4.94,-1.585,,M1.5
GJ 876,e,,2010,0.04600,,0.334300,124.26000000,1.558,4.70,-1.886,,M4
GQ Lup,b,,2004,20.00000,3.000,100.000000,,1.050,139.00,,,K7e V
HAT-P-13,c,,2009,,,,446.27000000,,214.00,0.346,1.56,G4
HAT-P-17,c,,2010,,,5.600000,5584.00000000,,90.00,-0.319,0.84,K
HAT-P-35,b,0.55000,2011,1.05400,1.332,0.049800,3.64670600,,535.00,0.407,1.44,
K2-99,b,,2016,0.97000,1.290,0.159000,18.24900000,0.601,606.00,,3.10,G0 IV
OGLE 2015-BLG-0051L,b,,2016,0.72000,,0.730000,,,8200.00,,,
OGLE-2012-BLG-0950L,b,,2016,0.11012,,2.700000,,,3000.00,,,M V
OGLE-2014-BLG-1760,b,,2016,0.56000,,1.750000,,,6860.00,,,
HD 9174,b,,2016,,,2.200000,1179.00000000,0.761,78.93,0.382,1.67,G8 IV
HD 68402,b,,2016,,,2.180000,1103.00000000,0.660,78.00,0.068,1.02,G5 IV/V
HD 72892,b,,2016,,,0.228000,39.47500000,0.686,72.78,0.146,1.22,G5 V
HD 128356,b,,2016,,,0.870000,298.20000000,1.017,26.03,-0.444,0.85,K3 V
HD 147873,b,,2016,,,0.522000,116.59600000,0.575,104.93,0.777,2.29,G1 V
HD 147873,c,,2016,,,1.360000,491.54000000,0.575,104.93,0.777,2.29,G1 V
HD 165155,b,,2016,,,1.130000,434.50000000,1.018,64.98,-0.155,0.95,G8 V
HD 224538,b,,2016,,,2.280000,1189.10000000,0.581,77.76,0.470,1.54,F9 IV/V
2MASS J22362452+4751425,b,,2016,12.50000,,230.000000,,,74.00,,,K7 V
Kepler-1392,b,,2016,,0.175,,15.14103970,,1117.00,,0.85,
Kepler-1396,b,,2016,,0.185,,18.22064210,,1236.00,,1.27,
Kepler-1400,b,,2016,,0.145,,9.06689421,,879.00,,0.78,
Kepler-1405,b,,2016,,0.353,,28.22741840,,1605.00,,1.07,
Kepler-1409,b,,2016,,0.093,,0.76486493,,722.00,,0.79,
Kepler-1414,b,,2016,,0.110,,3.51576315,,534.00,,0.75,
Kepler-1418,b,,2016,,0.148,,22.47644250,,499.00,,0.72,
Kepler-1423,b,,2016,,0.095,,23.95537800,,449.00,,0.75,
Kepler-1463,b,,2016,,0.166,,25.15864000,,1341.00,,0.95,
Kepler-1467,b,,2016,,0.294,,47.05690430,,890.00,,0.82,
Kepler-1471,b,,2016,,0.126,,3.63899398,,1059.00,,0.93,
Kepler-1475,b,,2016,,0.261,,82.17737400,,1714.00,,1.28,
Kepler-1480,b,,2016,,0.149,,22.12679948,,540.00,,0.81,
Kepler-1485,b,,2016,,0.131,,19.91577250,,550.00,,1.12,
Kepler-1489,b,,2016,,0.158,,82.29475100,,870.00,,0.90,
Kepler-306,c,,2014,,0.210,0.067000,7.24019300,,,,0.72,
Kepler-296,c,,2014,,0.178,0.052100,5.84163660,,226.00,,0.48,
Kepler-296,d,,2014,,0.186,0.118000,19.85029100,,226.00,,0.48,
Kepler-296,f,,2014,,0.161,0.255000,63.33627000,,226.00,,0.48,
Kepler-297,b,,2014,,0.256,0.217000,38.87182600,,,,0.92,
Kepler-297,c,,2014,,0.583,0.336000,74.92013700,,,,0.92,
Kepler-298,c,,2014,,0.172,0.136000,22.92881000,,,,0.58,
Kepler-298,d,,2014,,0.223,0.305000,77.47363300,,,,0.58,
Kepler-299,b,,2014,,0.118,0.040000,2.92712800,,,,1.03,
Kepler-299,c,,2014,,0.236,0.070000,6.88587500,,,,1.03,
Kepler-299,e,,2014,,0.167,0.220000,38.28548900,,,,1.03,
Kepler-300,b,,2014,,0.149,0.094000,10.44634700,,,,0.90,
Kepler-300,c,,2014,,0.201,0.232000,40.71495500,,,,0.90,
Kepler-301,c,,2014,,0.120,0.060000,5.41902600,,,,0.90,
Kepler-301,d,,2014,,0.156,0.112000,13.75124300,,,,0.90,
Kepler-302,b,,2014,,0.362,0.193000,30.18410400,,,,1.22,
Kepler-302,c,,2014,,1.111,0.503000,127.28218400,,,,1.22,
Kepler-303,b,,2014,,0.079,0.024000,1.93705500,,,,0.48,
Kepler-303,c,,2014,,0.102,0.057000,7.06114900,,,,0.48,
Kepler-304,b,,2014,,0.255,0.039000,3.29570900,,,,0.69,
Kepler-304,c,,2014,,0.194,0.054000,5.31594600,,,,0.69,
Kepler-304,d,,2014,,0.245,0.080000,9.65347100,,,,0.69,
Kepler-305,b,,2013,0.03300,0.321,,5.48700000,,,,0.79,
Kepler-305,c,,2013,0.01900,0.294,,8.29100000,,,,0.79,
Kepler-305,d,,2014,,0.242,0.121000,16.73866100,,,,0.79,
Kepler-306,b,,2014,,0.136,0.050000,4.64618600,,,,0.72,
HD 145934,b,,2015,,,4.600000,2730.00000000,1.050,,,5.38,K0
HATS-1,b,1.03000,2012,1.85500,1.302,0.044400,3.44645900,,303.00,0.041,1.04,
HATS-4,b,1.55000,2014,1.32300,1.020,0.036200,2.51672900,0.808,420.00,-0.187,0.93,G
HD 10180,c,,2010,,,0.064120,5.75969000,0.627,39.02,,1.11,G1 V
HD 10180,g,,2010,,,1.427000,604.67000000,0.627,39.02,,1.11,G1 V
HD 102365,b,,2010,,,0.460000,122.10000000,0.660,9.24,,,G3/5 V
HD 103774,b,,2013,,,0.070000,5.88810000,0.490,53.08,0.544,,F5 V
HD 106252,b,,2002,,,2.611000,1531.00000000,0.616,37.40,,,G0
HD 10647,b,,2006,,,2.015000,989.20000000,0.550,17.35,0.149,1.10,F9 V
HD 107148,b,,2005,,,0.269000,48.05600000,0.702,51.26,,,G5 V
HD 108863,b,,2011,,,1.400000,443.40000000,0.990,138.50,1.225,5.60,K0
HD 109271,b,,2013,,,0.079000,7.85430000,0.659,56.92,0.301,,G5 V
HD 110014,b,,2009,,,2.140000,835.47700000,1.240,90.00,,20.90,K2 III
HD 113337,b,,2013,,,0.920000,324.00000000,0.415,37.42,,1.50,F6 V
HD 114613,b,,2014,,,5.160000,3827.00000000,0.700,20.48,,,G4 IV
HD 114783,b,,2001,,,1.160000,493.70000000,0.920,20.40,,,K0
HD 117618,b,,2004,,,0.176000,25.82700000,0.600,38.02,,,G2 V
HD 11964,b,,2005,,,3.160000,1945.00000000,0.820,33.98,,,G8 IV
HD 125595,b,,2009,,,0.080900,9.67370000,1.108,27.45,,,K3/4 V
HD 125612,d,,2009,,,4.200000,3008.00000000,0.613,52.83,0.037,,G3 V
HD 12661,b,,2000,,,0.807900,262.70900000,0.731,37.16,0.063,1.11,K0
HD 134987,c,,2009,,,5.800000,5000.00000000,0.700,22.20,1.800,1.25,G5 V
HD 13908,b,,2013,,,0.154000,19.38200000,0.535,66.89,0.602,1.67,F8 V
HD 139357,b,,2008,,,2.360000,1125.70000000,1.196,121.36,,11.47,K0
HD 14067,b,,2014,,,3.400000,1455.00000000,1.025,163.40,1.898,12.40,G9 III
HD 142415,b,,2003,,,1.050000,386.30000000,0.632,34.57,0.060,,G1 V
Kepler-1498,b,,2016,,0.119,,48.05140500,,740.00,,0.81,
Kepler-1503,b,,2016,,0.203,,96.16987000,,850.00,,0.74,
Kepler-1508,b,,2016,,0.119,,20.70565040,,892.00,,1.22,
Kepler-1512,b,,2016,,0.105,,20.35972599,,162.00,,0.67,
Kepler-1548,b,,2016,,0.236,,124.82867900,,1150.00,,0.97,
Kepler-1553,b,,2016,,0.103,,4.24261881,,719.00,,0.81,
Kepler-1558,b,,2016,,0.061,,3.50470358,,343.00,,0.79,
Kepler-1562,b,,2016,,0.317,,64.27377520,,1315.00,,1.05,
Kepler-1567,b,,2016,,0.244,,153.97957800,,1226.00,,0.93,
Kepler-1572,b,,2016,,0.084,,5.49548621,,600.00,,0.95,
Kepler-1576,b,,2016,,0.093,,6.98471973,,539.00,,1.06,
Kepler-1581,b,,2016,,0.071,,6.28385491,,443.00,,1.23,
Kepler-1586,b,,2016,,0.136,,15.60492120,,864.00,,1.75,
Kepler-1590,b,,2016,,0.102,,7.61760804,,900.00,,1.16,
Kepler-1595,b,,2016,,0.110,,4.56380468,,841.00,,0.80,
Kepler-1599,b,,2016,,0.145,,122.36355300,,1004.00,,0.99,
Kepler-1630,b,,2016,,0.195,,509.99740200,,278.00,,0.63,
Kepler-1494,b,,2016,,0.274,,91.08048200,,1059.00,,0.94,
Kepler-1634,b,,2016,,0.285,,374.87623900,,654.00,,0.89,
Kepler-1639,b,,2016,,0.230,,9.87848200,,1168.00,,1.18,
Kepler-1642,c,,2016,,0.237,,6.65138020,,447.00,,0.84,
Kepler-1646,b,,2016,,0.110,,4.48558383,,81.00,,0.26,
Kepler-409,b,,2014,,0.106,,68.95840000,,,,0.89,
WASP-85 A,b,0.88000,2016,1.26500,1.240,0.039000,2.65567770,0.707,,,0.94,G5 V
WASP-113,b,0.22800,2016,0.47500,1.409,0.058850,4.54216875,,360.00,,1.61,G1
WASP-114,b,0.97000,2016,1.76900,1.339,0.028510,1.54877430,,460.00,,1.43,G0
KIC 7917485,b,,2016,,,,840.00000000,,,0.996,,A
HD 87646,b,,2016,,,0.117000,13.48100000,0.661,73.58,,1.55,G
Kepler-306,e,,2014,,0.203,0.227000,44.84097500,,,,0.72,
Kepler-307,b,2.62000,2013,0.02341,0.217,,10.42080000,,,,0.81,
Kepler-307,c,1.74000,2013,0.01145,0.196,,13.07290000,,,,0.81,
Kepler-308,c,,2014,,0.193,0.123000,15.38231000,,,,0.94,
Kepler-309,b,,2014,,0.139,0.059000,5.92365300,,,,0.72,
Kepler-309,c,,2014,,0.224,0.401000,105.35638300,,,,0.72,
Kepler-310,c,,2014,,0.302,0.281000,56.47542000,,,,0.88,
Kepler-310,d,,2014,,0.220,0.392000,92.87612500,,,,0.88,
Kepler-311,b,,2014,,0.152,0.087000,9.17609200,,,,1.19,
Kepler-311,c,,2014,,0.128,0.145000,19.73828600,,,,1.19,
Kepler-312,c,,2014,,0.281,0.153000,19.74741200,,,,1.47,
Kepler-313,b,,2014,,0.226,0.125000,14.97041800,,,,1.54,
Kepler-313,c,,2014,,0.229,0.208000,32.27327300,,,,1.54,
Kepler-314,c,,2014,,0.259,0.064000,5.96039200,,,,0.95,
Kepler-315,b,,2014,,0.336,0.402000,96.10114100,,,,1.04,
Kepler-315,c,,2014,,0.370,0.791000,265.46933500,,,,1.04,
Kepler-316,c,,2014,,0.103,0.058000,6.82776600,,,,0.52,
Kepler-317,b,,2014,,0.186,0.061000,5.52424200,,,,0.94,
Kepler-317,c,,2014,,0.153,0.083000,8.77501000,,,,0.94,
Kepler-318,c,,2014,,0.328,0.105000,11.81500700,,,,1.19,
Kepler-319,b,,2014,,0.145,0.051000,4.36270500,,,,0.90,
Kepler-319,c,,2014,,0.235,0.069000,6.94135700,,,,0.90,
Kepler-319,d,,2014,,0.204,0.191000,31.78192500,,,,0.90,
Kepler-320,c,,2014,,0.122,0.142000,17.93493700,,,,1.11,
Kepler-321,b,,2014,,0.158,0.057000,4.91537900,,,,1.19,
HD 1461,b,,2010,,,0.063400,5.77152000,0.680,23.44,,,G0 V
HD 147018,c,,2009,,,1.922000,1008.00000000,0.763,42.96,,,G9 V
HD 148427,b,,2009,,,0.930000,331.50000000,0.952,59.28,,,K0 III/IV
HD 152079,b,,2009,,,3.980000,2899.00000000,0.711,83.33,0.107,1.15,G6 V
HD 154345,b,,2006,,,4.190000,3342.00000000,0.730,18.06,,,G8 V
HD 154857,c,,2014,,,5.360000,3452.00000000,0.697,68.54,,1.76,G5 V
HD 156279,b,,2011,,,0.495000,131.05000000,0.803,35.37,,,G6
HD 158038,b,,2011,,,1.520000,521.00000000,1.040,114.15,1.076,4.80,K0
HD 159868,b,,2006,,,2.250000,1178.40000000,0.717,52.72,,,G5 V
HD 1605,c,,2015,,,3.520000,2111.00000000,0.960,84.60,0.820,3.80,K1 IV
HD 160691,c,,2004,,,5.235000,4205.80000000,0.700,15.28,,,G5 V
HD 163607,b,,2010,,,0.360000,75.29000000,0.783,69.44,0.362,1.63,G5 IV
HD 16417,b,,2008,,,0.140000,17.24000000,0.653,25.54,,,G1 V
HD 164604,b,,2009,,,1.300000,606.40000000,1.390,37.98,,,K2 V
HD 167042,b,,2007,,,1.320000,420.77000000,0.940,50.00,1.000,4.50,K1 IV
HD 169830,b,,2000,,,0.810000,225.62000000,0.505,36.32,0.662,,F8 V
HD 17092,b,,2007,,,,359.90000000,1.267,,,,K0 III
HD 171028,b,,2007,,,1.320000,550.00000000,0.642,90.00,,1.95,G0
HD 175541,b,,2007,,,1.030000,297.30000000,0.900,127.55,0.934,3.80,G8 IV
Kepler-1428,b,,2016,,0.146,,10.67607169,,802.00,,1.36,
Kepler-1429,b,,2016,,0.115,,4.48487493,,1156.00,,1.07,
Kepler-1430,b,,2016,,0.105,,2.46050993,,541.00,,0.72,
Kepler-1431,b,,2016,,0.131,,5.86601526,,1270.00,,1.03,
Kepler-1432,b,,2016,,0.198,,23.91090110,,1552.00,,1.13,
Kepler-1433,b,,2016,,0.139,,4.13592271,,1328.00,,1.19,
Kepler-1434,b,,2016,,0.099,,8.05333618,,680.00,,2.04,
HAT-P-66,b,0.24200,2016,0.78300,1.590,0.043630,2.97208600,,927.00,0.615,1.88,G0
Kepler-56,d,,2016,,,2.160000,1002.00000000,,,,4.23,
rho CrB,b,,1997,,,0.219600,39.84580000,0.600,17.24,0.232,1.36,G0 V
HD 42618,b,,2016,,,0.554000,149.61000000,0.657,23.50,-0.009,1.00,G4 V
