pl_hostname,pl_letter,pl_dens,pl_disc,pl_massj,pl_radj,pl_orbsmax,pl_orbper,st_bmvj,st_dist,st_lum,st_rad,st_spstr
Kepler-54,d,,2014,,0.136,0.126000,20.99569400,,273.80,,0.55,M1 V
Kepler-55,b,,2012,1.49000,0.217,,27.94814490,,588.47,,0.62,
Kepler-55,c,,2012,1.11000,0.197,,42.15164180,,588.47,,0.62,
Kepler-55,d,,2014,,0.142,0.029000,2.21109900,,588.47,,0.62,
Kepler-55,e,,2014,,0.138,0.048000,4.61753400,,588.47,,0.62,
Kepler-55,f,,2014,,0.142,0.081000,10.19854500,,588.47,,0.62,
Kepler-56,b,0.44200,2012,0.07000,0.581,0.102800,10.50160000,,936.96,,4.23,
Kepler-56,c,1.06000,2012,0.57000,0.874,0.165200,21.40239000,,936.96,,4.23,
Kepler-57,b,,2012,18.86000,0.195,,5.72931960,,656.23,,0.73,
Kepler-57,c,,2012,6.95000,0.138,,11.60925670,,656.23,,0.73,
CoRoT-28,b,0.69000,2015,0.48400,0.955,0.060300,5.20851000,,560.00,,1.78,G8/9 IV
CoRoT-29,b,1.45000,2015,0.85000,0.900,0.038600,2.85057000,,765.00,,0.90,K0 V
DENIS-P J082303.1-491201,b,,2013,28.50000,,0.360000,246.36000000,,20.77,,,L1.5
GJ 86,b,,1999,,,0.110000,15.76491000,0.820,10.79,,0.77,K1 V
HAT-P-19,b,0.25000,2010,0.29200,1.132,0.046600,4.00877800,,215.00,-0.432,0.82,K1
HAT-P-20,b,13.78000,2010,7.24600,0.867,0.036100,2.87531700,,70.00,-0.721,0.69,K3
HAT-P-21,b,,2010,4.87000,1.110,,4.12448000,,279.48,,1.21,G3
HAT-P-22,b,,2010,2.47000,1.150,,3.21222000,,81.96,,1.11,G5
HAT-P-23,b,,2010,1.34000,1.090,,1.21288000,,368.61,,0.96,G0
HAT-P-24,b,,2010,0.75000,1.300,,3.35524000,,420.26,,1.38,F8
HAT-P-25,b,0.48300,2010,0.56900,1.135,0.046600,3.65281514,,302.95,-0.152,0.92,G5
HAT-P-26,b,,2010,0.07000,0.630,,4.23452000,,142.41,,0.87,K1
HAT-P-27,b,,2011,0.62000,1.020,0.040000,3.03957700,,204.00,-0.244,0.90,G8
HAT-P-28,b,0.44000,2011,0.62600,1.212,0.043400,3.25721500,,395.00,0.053,1.10,G3
HAT-P-29,b,,2011,0.88000,1.170,,5.72319000,,316.36,,1.30,F8
HAT-P-30,b,,2011,0.83000,1.440,,2.81060000,,215.29,,1.31,F7
HAT-P-31,b,,2011,2.27000,1.090,,5.00542000,,347.48,,1.39,
HATS-6,b,0.39900,2015,0.31900,0.998,0.036230,3.32527250,1.504,148.40,,0.57,M1 V
HD 142,b,,2001,,,1.020000,349.70000000,0.520,26.21,,1.47,G1 IV
HD 142,c,,2012,,,6.800000,6005.00000000,0.520,26.21,,1.47,G1 IV
HD 564,b,,2014,,,1.200000,492.30000000,0.610,53.60,,1.01,G2/G3 V
HD 1461,b,,2010,,,0.063400,5.77152000,0.680,23.47,,,G0 V
HD 1502,b,,2011,,,1.262000,428.50000000,0.920,191.96,,4.67,K0
HD 1605,b,,2015,,,1.492000,577.20000000,0.961,89.03,0.810,3.49,K1 IV
HD 1605,c,,2015,,,3.584000,2149.00000000,0.961,89.03,0.810,3.49,K1 IV
HD 1666,b,,2015,,,0.940000,270.00000000,0.530,118.31,0.730,1.93,F7 V
HD 1690,b,,2010,,,1.360000,533.00000000,1.354,769.37,,21.66,K1 III
HD 2039,b,,2002,,,2.200000,1120.00000000,0.660,85.90,,1.19,G2/G3 IV/V
HD 2638,b,,2005,,,0.040000,3.44420000,0.955,55.05,,0.94,G5
HD 2952,b,,2013,,,1.230000,311.60001000,1.038,110.45,,10.76,K0 III
HD 3651,b,,2003,,,0.295000,62.25000000,0.850,11.14,,,K0 V
HD 4113,b,,2007,,,1.280000,526.62000000,0.726,41.92,0.086,,G5
HD 4203,b,,2001,,,1.170000,431.88000000,0.758,81.57,,1.42,G5
HD 4203,c,,2014,,,6.950000,6700.00000000,0.758,81.57,,1.42,G5
HD 4208,b,,2001,,,1.662000,832.97000000,0.726,34.23,,0.85,G5 V
HD 154857,c,,2014,,,5.360000,3452.00000000,0.697,63.56,,2.30,G5 V
HD 155358,b,,2007,,,0.630000,194.30000000,0.550,43.67,,1.38,G0
HD 155358,c,,2007,,,1.020000,391.90000000,0.550,43.67,,1.38,G0
HD 156279,b,,2011,,,0.490000,131.05000000,0.803,36.23,,0.95,G6
HD 156411,b,,2009,,,1.880000,842.20000000,0.601,56.96,0.731,2.16,F8 IV/V
HD 156668,b,,2010,,,0.050000,4.64550000,1.000,24.35,0.230,0.72,K3 V
HD 156846,b,,2007,,,1.120000,359.51001000,0.557,47.80,,1.90,G1 V
HD 158038,b,,2011,,,1.500000,521.00000000,1.040,95.12,,4.50,K0
HD 159243,b,,2013,,,0.110000,12.62000000,0.546,73.46,0.114,1.12,G0 V
HD 159243,c,,2013,,,0.800000,248.40000000,0.546,73.46,0.114,1.12,G0 V
HD 159868,b,,2006,,,2.320000,1184.10000000,0.717,55.94,,2.13,G5 V
HD 159868,c,,2012,,,1.032000,351.00000000,0.717,55.94,,2.13,G5 V
HD 160691,b,,2000,,,1.497000,643.25000000,0.700,15.61,,,G5 V
HD 160691,c,,2004,,,5.235000,4205.80000000,0.700,15.61,,,G5 V
HD 160691,d,,2004,,,0.090940,9.63860000,0.700,15.61,,,G5 V
HD 160691,e,,2006,,,0.921000,310.55000000,0.700,15.61,,,G5 V
HD 162020,b,,2002,,,0.080000,8.42820000,0.964,30.85,,0.75,K3 V
Kepler-58,b,,2012,1.39000,0.248,,10.21849540,,996.32,,1.13,
Kepler-58,c,,2012,2.19000,0.255,,15.57415680,,996.32,,1.13,
Kepler-58,d,,2014,,0.262,0.236000,40.10137100,,996.32,,1.13,
Kepler-59,b,,2012,2.05000,0.098,,11.86817070,,1203.57,,0.94,
Kepler-59,c,,2012,1.37000,0.177,,17.98012350,,1203.57,,0.94,
Kepler-60,b,4.62000,2012,0.01318,0.153,,7.13340000,,1056.17,,1.26,
Kepler-60,c,3.06000,2012,0.01211,0.170,,8.91870000,,1056.17,,1.26,
Kepler-60,d,2.91000,2012,0.01309,0.178,,11.89810000,,1056.17,,1.26,
Kepler-61,b,,2013,,0.192,,59.87756000,,338.24,,0.62,K7 V
Kepler-62,b,,2013,0.03000,0.117,0.055300,5.71493200,,368.00,-0.678,0.64,K2 V
Kepler-62,c,,2013,0.01300,0.048,0.092900,12.44170000,,368.00,-0.678,0.64,K2 V
Kepler-62,d,,2013,0.04400,0.174,0.120000,18.16406000,,368.00,-0.678,0.64,K2 V
Kepler-62,e,,2013,0.11300,0.144,0.427000,122.38740000,,368.00,-0.678,0.64,K2 V
Kepler-62,f,,2013,0.11000,0.126,0.718000,267.29100000,,368.00,-0.678,0.64,K2 V
Kepler-63,b,3.00000,2013,0.37800,0.545,0.080000,9.43415050,,200.00,-0.157,0.90,
PH1,b,,2012,0.53100,0.551,0.652000,138.31700000,,1000.00,,1.73,F
Kepler-65,b,,2012,,0.127,0.035000,2.15491000,,306.39,,1.41,
HAT-P-32,b,0.10800,2011,0.68000,1.980,0.033970,2.15000820,,291.51,0.338,1.37,
HAT-P-33,b,,2011,0.92000,1.850,,3.47447000,,400.55,,1.79,F4
HAT-P-34,b,,2011,7.01000,1.350,,5.45265000,,251.08,,1.73,
HAT-P-35,b,,2011,7.52000,3.550,,3.64671000,,514.20,,3.82,
Kepler-115,b,,2014,,0.097,0.036000,2.40367900,,634.97,,1.21,
Kepler-115,c,,2014,,0.232,0.087000,8.99088900,,634.97,,1.21,
Kepler-116,b,,2014,,0.305,0.069000,5.96873400,,982.04,,1.45,
Kepler-116,c,,2014,,0.205,0.116000,13.07163000,,982.04,,1.45,
Kepler-117,b,0.30000,2014,0.09400,0.719,0.144500,18.79592280,,1430.00,,1.61,F8 V
Kepler-117,c,1.74000,2014,1.84000,1.101,0.280400,50.79039100,,1430.00,,1.61,F8 V
Kepler-118,b,,2014,,0.175,0.073000,7.51849600,,583.81,,1.09,
Kepler-118,c,,2014,,0.685,0.141000,20.17202000,,583.81,,1.09,
Kepler-119,b,,2014,,0.321,0.035000,2.42208200,,716.23,,0.84,
Kepler-119,c,,2014,,0.082,0.049000,4.12510300,,716.23,,0.84,
Kepler-120,b,,2014,,0.192,0.055000,6.31250100,,393.02,,0.53,M0 V
Kepler-120,c,,2014,,0.136,0.088000,12.79458500,,393.02,,0.53,M0 V
Kepler-121,b,,2014,,0.209,0.039000,3.17742200,,518.09,,0.70,
HD 4308,b,,2005,,,0.120000,15.56000000,0.650,22.03,,1.02,G5 V
HD 4313,b,,2009,,,1.157000,356.21000000,0.966,136.82,,5.14,G5
HD 4732,b,,2012,,,1.190000,360.20000000,0.962,54.87,1.190,5.40,K0 IV
HD 4732,c,,2012,,,4.600000,2732.00000000,0.962,54.87,1.190,5.40,K0 IV
HD 5319,b,,2007,,,1.570000,637.10000000,0.985,121.83,,4.06,G5
HD 5319,c,,2014,,,1.930000,872.20000000,0.985,121.83,,4.06,G5
HD 5608,b,,2012,,,1.911000,779.90000000,1.016,58.21,,5.14,K0
HD 5891,b,,2011,,,0.640000,177.11000000,0.990,285.75,,10.64,G5
HD 6434,b,,2003,,,0.140000,21.99800000,0.610,42.41,,1.12,G2/3 V
HD 6718,b,,2009,,,3.550000,2496.00000000,0.662,51.42,,0.95,G5 V
HD 7199,b,,2011,,,1.360000,615.00000000,0.865,36.19,,0.97,K0 IV/V
HD 7449,b,,2011,,,2.380000,1255.50000000,0.594,38.71,,,G0 V
HD 7924,b,,2008,,,0.060000,5.39792000,0.826,17.00,,0.78,K0.5 V
HD 7924,c,,2015,,,0.113400,15.29900000,0.826,17.00,,0.78,K0.5 V
HD 7924,d,,2015,,,0.155100,24.45100000,0.826,17.00,,0.78,K0.5 V
HD 8535,b,,2010,,,2.450000,1313.00000000,0.553,52.50,,1.19,G0 V
HD 8574,b,,2002,,,0.760000,227.00000000,0.574,44.88,,1.38,F8
HD 163607,b,,2010,,,0.362000,75.22030000,0.777,67.92,,1.76,G5
HD 163607,c,,2010,,,2.390000,1272.00000000,0.777,67.92,,1.76,G5
HD 164509,b,,2010,,,0.870000,280.17000000,0.665,53.19,0.120,1.11,G5
HD 164922,b,,2005,,,2.100000,1155.00000000,0.800,22.02,,0.97,G9 V
HD 164604,b,,2009,,,1.331000,641.47200000,1.390,39.41,,,K3.5 V
HD 166724,b,,2012,,,5.420000,5144.00000000,0.857,45.19,-0.509,,K0 IV-V
HD 167042,b,,2007,,,1.320000,420.77000000,0.940,49.73,1.000,4.50,K1 IV
HD 168443,b,,1998,,,0.293100,58.11247000,0.735,39.67,,1.51,G5
HD 168443,c,,2000,,,2.837300,1749.83000000,0.735,39.67,,1.51,G5
HD 168746,b,,2002,,,0.070000,6.40400000,0.718,41.62,,1.09,G5
HD 169830,b,,2000,,,0.810000,225.62000000,0.505,37.64,0.662,,F8 V
HD 169830,c,,2003,,,3.600000,2102.00000000,0.505,37.64,0.662,,F8 V
HD 170469,b,,2007,,,2.240000,1145.00000000,0.684,60.28,,1.24,G5 IV
HD 171028,b,,2007,,,1.320000,550.00000000,0.642,112.01,,2.47,G0
HD 171238,b,,2009,,,2.570000,1532.00000000,0.767,44.87,-0.090,1.01,G8 V
HD 173416,b,,2008,,,1.160000,323.60000000,1.057,132.68,1.892,13.50,G8
HD 175167,b,,2009,,,2.400000,1290.00000000,0.751,71.23,,1.75,G5 IV/V
Kepler-65,c,,2012,,0.230,0.068000,5.85994400,,306.39,,1.41,
Kepler-65,d,,2012,,0.136,0.084000,8.13123000,,306.39,,1.41,
Kepler-66,b,,2013,,0.250,0.135200,17.81581500,,1107.00,,0.97,G0 V
Kepler-67,b,,2013,,0.262,0.117100,15.72590000,,1107.00,,0.78,G9 V
Kepler-68,b,,2013,0.02407,,,5.39880000,,144.77,,1.24,
Kepler-68,c,,2013,0.00642,,,9.60510000,,144.77,,1.24,
Kepler-68,d,,2013,,,,634.60000000,,144.77,,1.24,
Kepler-69,b,,2013,,0.200,0.094000,13.72234100,,746.33,-0.097,0.93,G4 V
Kepler-69,c,,2013,,0.153,0.640000,242.46130000,,746.33,-0.097,0.93,G4 V
KOI-55,b,,2011,0.00140,0.068,0.006000,0.24010400,,1180.00,1.360,0.20,B
KOI-55,c,,2011,0.00210,0.077,0.007600,0.34288700,,1180.00,1.360,0.20,B
KOI-217,b,,2010,,1.110,0.047700,3.90512000,,800.00,,0.86,
Kepler-74,b,0.88000,2013,0.63000,0.960,0.078100,7.34071100,,1218.33,,1.12,F8 V
Kepler-80,e,3.75000,2014,0.01299,0.143,0.049100,4.64489000,,357.00,-0.770,0.68,K5
Kepler-81,b,,2012,,0.216,,5.95500000,,351.79,,0.59,M0 V
Kepler-81,c,,2012,,0.211,,12.04000000,,351.79,,0.59,M0 V
Kepler-81,d,,2014,,0.108,0.128000,20.83784600,,351.79,,0.59,M0 V
Kepler-121,c,,2014,,0.203,0.216000,41.00801100,,518.09,,0.70,
Kepler-122,b,,2014,,0.209,0.064000,5.76619300,,1058.58,,1.22,
Kepler-122,c,,2014,,0.524,0.108000,12.46598800,,1058.58,,1.22,
Kepler-122,d,,2014,,0.196,0.155000,21.58747500,,1058.58,,1.22,
Kepler-122,e,,2014,,0.232,0.227000,37.99327300,,1058.58,,1.22,
Kepler-122,f,,2014,0.11300,0.156,,56.26800000,,1058.58,,1.22,
Kepler-123,b,,2014,,0.262,0.135000,17.23236600,,1052.14,,1.26,
Kepler-123,c,,2014,,0.132,0.181000,26.69507400,,1052.14,,1.26,
Kepler-124,b,,2014,,0.065,0.039000,3.41049300,,425.19,,0.64,
Kepler-124,c,,2014,,0.156,0.100000,13.82137500,,425.19,,0.64,
Kepler-124,d,,2014,,0.099,0.170000,30.95085100,,425.19,,0.64,
Kepler-125,b,,2014,,0.211,0.041000,4.16438900,,184.34,,0.51,M1 V
Kepler-125,c,,2014,,0.066,0.051000,5.77446400,,184.34,,0.51,M1 V
Kepler-126,b,,2014,,0.136,0.099000,10.49571100,,239.03,,1.36,
Kepler-126,c,,2014,,0.141,0.162000,21.86974100,,239.03,,1.36,
Kepler-126,d,,2014,,0.223,0.448000,100.28313400,,239.03,,1.36,
Kepler-127,b,,2014,,0.125,0.125000,14.43588900,,356.41,,1.36,
HD 8673,b,,2009,,,3.020000,1634.00000000,0.474,37.90,,1.39,F5
HD 9446,b,,2009,,,0.189000,30.05200000,0.680,50.42,0.041,1.00,G5 V
HD 9446,c,,2009,,,0.654000,192.90000000,0.680,50.42,0.041,1.00,G5 V
HD 10180,c,,2010,,,0.064120,5.75969000,0.627,39.00,,1.11,G1 V
HD 10180,d,,2010,,,0.128590,16.35700000,0.627,39.00,,1.11,G1 V
HD 10180,e,,2010,,,0.269900,49.74800000,0.627,39.00,,1.11,G1 V
HD 10180,f,,2010,,,0.492900,122.74400000,0.627,39.00,,1.11,G1 V
HD 10180,g,,2010,,,1.427000,604.67000000,0.627,39.00,,1.11,G1 V
HD 10180,h,,2010,,,3.381000,2205.00000000,0.627,39.00,,1.11,G1 V
HD 10442,b,,2014,,,2.010000,1032.30000000,0.930,135.89,,1.97,K0 IV
HD 10647,b,,2006,,,2.015000,989.20000000,0.550,17.34,0.149,1.10,F9 V
HD 10697,b,,1999,,,2.140000,1075.69000000,0.706,33.15,,1.79,G5 IV
HD 11506,b,,2007,,,2.900000,1622.10000000,0.607,51.34,0.330,1.34,G0 V
HD 11506,c,,2008,,,0.774000,223.41000000,0.607,51.34,0.330,1.34,G0 V
HD 11977,b,,2005,,,1.930000,711.00000000,0.931,68.05,,10.09,G8 III/IV
HD 11964,b,,2005,,,3.160000,1945.00000000,0.820,33.57,,,G8 IV
HD 11964,c,,2008,,,0.229000,37.91000000,0.820,33.57,,,G8 IV
HD 175541,b,,2007,,,0.975000,298.43000000,0.900,130.08,,4.19,G8 IV
HD 177830,b,,1999,,,1.140000,410.10001000,1.091,62.88,,3.26,K0
HD 177830,c,,2010,,,0.513700,110.90000000,1.091,62.88,,3.26,K0
HD 178911 B,b,,2001,,,0.340000,71.48400000,0.753,41.02,,1.08,G5
HD 179079,b,,2008,,,0.121400,14.47900000,0.744,69.85,0.380,1.63,G5 IV
HD 179949,b,,2000,,,0.044300,3.09251400,0.540,27.48,,,F8 V
HD 180314,b,,2010,,,1.460000,396.03000000,1.019,122.79,,8.13,K0
HD 180902,b,,2009,,,1.400000,510.90000000,0.934,104.89,,4.16,K0 III/IV
HD 181342,b,,2009,,,1.592000,564.10000000,1.020,120.81,,4.71,K0 III
HD 181433,b,,2008,,,0.080000,9.37430000,1.040,26.90,,0.79,K3 IV
HD 181433,c,,2008,,,1.760000,962.00000000,1.040,26.90,,0.79,K3 IV
HD 181433,d,,2008,,,3.000000,2172.00000000,1.040,26.90,,0.79,K3 IV
HD 181720,b,,2009,,,1.850000,956.00000000,0.585,60.31,,1.50,G1 V
HD 183263,b,,2004,,,1.490000,626.51599000,0.651,54.28,,1.23,G2 IV
HD 212301,b,,2005,,,0.030000,2.24571000,0.550,54.32,,1.16,F8 V
HD 213240,b,,2001,,,1.890000,882.70001000,0.611,40.92,,1.51,G0/1 V
HD 215497,b,,2009,,,0.050000,3.93404000,0.950,40.59,,0.85,K3 V
Kepler-82,b,0.98000,2012,0.03823,0.363,0.168300,26.44000000,,927.97,,0.90,
Kepler-82,c,0.49400,2012,0.04373,0.476,0.262600,51.54000000,,927.97,,0.90,
Kepler-82,d,,2014,,0.158,0.034000,2.38296100,,927.97,,0.90,
Kepler-82,e,,2014,,0.220,0.063000,5.90220600,,927.97,,0.90,
Kepler-83,b,,2012,,0.252,,9.77000000,,405.01,,0.59,M0 V
Kepler-83,c,,2012,,0.211,,20.09000000,,405.01,,0.59,M0 V
Kepler-83,d,,2014,,0.173,0.051000,5.16979600,,405.01,,0.59,M0 V
Kepler-84,b,,2012,,0.199,,8.72600000,,1443.27,,1.17,
Kepler-84,c,,2012,,0.211,,12.88300000,,1443.27,,1.17,
Kepler-84,d,,2014,,0.123,0.052000,4.22453700,,1443.27,,1.17,
Kepler-84,e,,2014,,0.232,0.181000,27.43438900,,1443.27,,1.17,
Kepler-84,f,,2014,,0.196,0.250000,44.55216900,,1443.27,,1.17,
Kepler-85,b,,2012,,0.176,,8.30600000,,782.09,,0.89,
Kepler-85,c,,2012,,0.194,,12.51300000,,782.09,,0.89,
Kepler-85,d,,2014,,0.107,0.130000,17.91323000,,782.09,,0.89,
Kepler-85,e,,2014,,0.113,0.163000,25.21675100,,782.09,,0.89,
PH2,b,,2013,,0.903,0.828000,282.52550000,,347.27,-0.102,1.00,
Kepler-127,c,,2014,,0.237,0.200000,29.39319500,,356.41,,1.36,
Kepler-127,d,,2014,,0.236,0.280000,48.63040800,,356.41,,1.36,
Kepler-128,b,1.46000,2013,0.00242,0.128,,15.09000000,,400.93,,1.61,
Kepler-128,c,2.07000,2013,0.00283,0.120,,22.80400000,,400.93,,1.61,
Kepler-129,b,,2014,,0.211,0.131000,15.79186000,,413.68,,1.64,
Kepler-129,c,,2014,,0.227,0.393000,82.20017000,,413.68,,1.64,
Kepler-130,b,,2014,,0.091,0.079000,8.45745800,,319.57,,1.13,
Kepler-130,c,,2014,,0.259,0.178000,27.50868000,,319.57,,1.13,
Kepler-130,d,,2014,,0.146,0.377000,87.51790500,,319.57,,1.13,
Kepler-131,b,6.00000,2014,0.05100,0.215,,16.09200000,,230.19,,1.03,
Kepler-131,c,77.70000,2014,0.02600,0.075,,25.51690000,,230.19,,1.03,
Kepler-132,b,,2014,,0.108,0.067000,6.17819600,,303.00,,1.18,
Kepler-132,c,,2014,,0.114,0.068000,6.41491400,,303.00,,1.18,
Kepler-132,d,,2014,,0.138,0.136000,18.01019900,,303.00,,1.18,
Kepler-133,b,,2014,,0.157,0.083000,8.12997600,,665.37,,1.43,
Kepler-133,c,,2014,,0.253,0.204000,31.51758600,,665.37,,1.43,
Kepler-134,b,,2014,,0.178,0.060000,5.31742900,,338.05,,1.18,
Kepler-134,c,,2014,,0.112,0.092000,10.10578500,,338.05,,1.18,
Kepler-990,c,,2016,,0.136,,0.53835431,,933.00,,1.08,
Kepler-991,b,,2016,,0.227,,82.53425190,,370.00,,0.61,
Kepler-992,b,,2016,,0.145,,20.16034462,,268.00,,0.74,
Kepler-993,b,,2016,,0.265,,22.08557563,,298.00,,0.54,
Kepler-994,b,,2016,,0.143,,1.15116651,,170.00,,0.54,
Kepler-995,b,,2016,,0.241,,28.26731672,,659.00,,0.80,
Kepler-996,b,,2016,,0.177,,3.77059058,,1098.00,,1.14,
Kepler-997,b,,2016,,0.121,,2.70730672,,470.00,,1.56,
Kepler-998,b,,2016,,0.207,,5.65377733,,996.00,,1.18,
Kepler-999,b,,2016,,0.209,,5.99185702,,568.00,,1.65,
Kepler-1000,b,,2016,,0.425,,120.01812720,,925.00,,1.51,
Kepler-1001,b,,2016,,0.281,,14.30511983,,1009.00,,0.88,
Kepler-1002,b,,2016,,0.153,,4.33642933,,425.00,,1.57,
Kepler-1003,b,,2016,,0.159,,3.55485691,,873.00,,1.17,
Kepler-1004,b,,2016,,0.560,,5.28789787,,1080.00,,3.39,
Kepler-1005,b,,2016,,0.134,,6.49801525,,515.00,,1.06,
Kepler-1006,b,,2016,,0.137,,19.76172042,,496.00,,0.74,
Kepler-1007,b,,2016,,0.128,,5.18500207,,365.00,,0.70,
Kepler-1172,b,,2016,,0.285,,26.02044230,,1292.00,,0.89,
Kepler-1173,b,,2016,,0.079,,0.76985360,,402.00,,0.82,
Kepler-1174,b,,2016,,0.142,,6.89225223,,829.00,,1.04,
Kepler-1175,b,,2016,,0.267,,37.94563000,,1244.00,,0.86,
Kepler-1176,b,,2016,,0.219,,24.17385790,,1023.00,,1.02,
Kepler-1177,b,,2016,,0.170,,106.24754700,,829.00,,0.97,
Kepler-1178,b,,2016,,0.095,,31.80634000,,336.00,,0.75,
Kepler-1179,b,,2016,,0.118,,2.68505749,,454.00,,0.81,
Kepler-1180,b,,2016,,0.178,,16.86012860,,1284.00,,1.14,
Kepler-1181,b,,2016,,0.140,,4.89337519,,867.00,,1.30,
Kepler-1182,b,,2016,,0.215,,11.17394617,,1258.00,,1.05,
Kepler-1183,b,,2016,,0.252,,28.50571890,,1378.00,,0.99,
Kepler-1184,b,,2016,,0.239,,53.59910440,,1193.00,,1.07,
Kepler-1185,b,,2016,,0.119,,104.35189760,,296.00,,0.87,
Kepler-1186,b,,2016,,0.199,,16.07677615,,1112.00,,0.93,
Kepler-1187,b,,2016,,0.233,,18.87064068,,1029.00,,1.09,
Kepler-1188,b,,2016,,0.186,,17.13695430,,1202.00,,1.06,
Kepler-1189,b,,2016,,0.158,,3.78858982,,883.00,,1.16,
Kepler-1190,b,,2016,,0.119,,10.45843441,,384.00,,0.72,
Kepler-192,d,,2016,,0.091,,6.47027579,,664.14,,1.01,
Kepler-612,b,,2016,,0.253,,3.72215641,,932.00,,0.96,
Kepler-613,b,,2016,,0.204,,15.77979614,,864.00,,0.96,
Kepler-614,b,,2016,,0.213,,14.03491514,,571.00,,0.81,
Kepler-615,b,,2016,,0.155,,10.35584657,,330.00,,0.69,
Kepler-616,b,,2016,,0.217,,9.99761851,,1019.00,,0.97,
Kepler-616,c,,2016,,0.304,,90.41135560,,1019.00,,0.97,
Kepler-617,b,,2016,,0.118,,1.68269615,,150.00,,0.48,M1 V
Kepler-618,b,,2016,,0.232,,3.59576964,,1115.00,,1.08,
Kepler-619,b,,2016,,0.282,,5.40427220,,1111.00,,1.11,
Kepler-619,c,,2016,,0.151,,1.20846503,,1111.00,,1.11,
Kepler-620,b,,2016,,0.296,,12.91375431,,1241.00,,1.22,
Kepler-621,b,,2016,,0.205,,2.62811375,,389.00,,0.68,
Kepler-622,b,,2016,,0.190,,14.28226676,,259.00,,0.61,
HD 143105,b,,2016,,,0.037900,2.19740000,0.520,48.70,,,F5
HIP 109600,b,,2016,,,0.706000,232.08000000,0.750,58.60,,,G5
HD 35759,b,,2016,,,0.389000,82.46700000,0.590,72.50,,,G0
HIP 109384,b,,2016,,,1.134000,499.48000000,0.790,56.20,,,G5
HD 220842,b,,2016,,,0.740000,218.47000000,0.580,62.50,,,F8
Kepler-905,b,,2016,,0.126,,5.08274652,,521.00,,0.86,
Kepler-906,b,,2016,,0.188,,41.69799760,,758.00,,1.02,
Kepler-907,b,,2016,,0.107,,15.86621821,,352.00,,1.38,
Kepler-908,b,,2016,,0.109,,1.34059747,,250.00,,1.12,
Kepler-909,b,,2016,,0.131,,13.93290318,,318.00,,1.23,
Kepler-910,b,,2016,,0.073,,2.36436901,,402.00,,1.50,
Kepler-911,b,,2016,,0.232,,20.31050100,,567.00,,1.99,
Kepler-912,b,,2016,,0.250,,2.53475627,,1265.00,,1.11,
Kepler-913,b,,2016,,0.184,,10.29672521,,597.00,,0.61,
Kepler-914,b,,2016,,0.123,,4.40966548,,678.00,,1.15,
Kepler-915,b,,2016,,0.134,,4.59489604,,806.00,,1.38,
Kepler-916,b,,2016,,0.157,,32.29687980,,769.00,,0.81,
Kepler-917,b,,2016,,0.170,,2.97041437,,1027.00,,0.76,
Kepler-918,b,,2016,,0.155,,4.85386933,,1245.00,,1.14,
Kepler-919,b,,2016,,0.201,,11.04603384,,1219.00,,1.21,
Kepler-920,b,,2016,,0.216,,6.53192704,,926.00,,0.85,
Kepler-920,c,,2016,,0.339,,100.82741130,,926.00,,0.85,
Kepler-921,b,,2016,,0.256,,51.30063400,,847.00,,0.91,
Kepler-1008,b,,2016,,0.114,,12.43931193,,299.00,,0.78,
Kepler-1009,b,,2016,,0.194,,11.35011917,,281.00,,0.57,
Kepler-1010,b,,2016,,0.207,,34.26857050,,610.00,,0.82,
Kepler-1011,b,,2016,,0.256,,5.75322197,,860.00,,0.88,
Kepler-1012,b,,2016,,0.115,,5.50860439,,420.00,,0.91,
Kepler-1013,b,,2016,,0.192,,18.93054959,,433.00,,0.76,
Kepler-1014,b,,2016,,0.213,,16.57110363,,672.00,,0.84,
Kepler-1015,b,,2016,,0.317,,16.00494214,,932.00,,1.81,
Kepler-1016,b,,2016,,0.194,,1.95452434,,1239.00,,1.00,
Kepler-1016,c,,2016,,0.328,,105.65513690,,1239.00,,1.00,
Kepler-1017,b,,2016,,0.178,,7.23400469,,554.00,,0.87,
Kepler-1018,b,,2016,,0.230,,49.10135140,,894.00,,0.88,
Kepler-1019,b,,2016,,0.130,,1.41122985,,198.00,,0.67,
Kepler-1020,b,,2016,,0.203,,96.91514960,,446.00,,0.80,
Kepler-1021,b,,2016,,0.208,,13.47469571,,837.00,,0.86,
Kepler-1022,b,,2016,,0.211,,10.99469878,,455.00,,0.68,
Kepler-1023,b,,2016,,0.235,,62.13877140,,686.00,,0.89,
Kepler-1024,b,,2016,,0.349,,66.41621330,,1017.00,,0.78,
Kepler-1191,b,,2016,,0.135,,5.60014851,,876.00,,0.81,
Kepler-1192,b,,2016,,0.211,,25.20347870,,1108.00,,0.83,
Kepler-1193,b,,2016,,0.118,,2.83265213,,695.00,,1.21,
Kepler-1194,b,,2016,,0.135,,16.22371307,,616.00,,0.92,
Kepler-1195,b,,2016,,0.186,,8.49642241,,812.00,,0.71,
Kepler-1196,b,,2016,,0.199,,66.18490310,,946.00,,0.97,
Kepler-1197,b,,2016,,0.112,,2.03231845,,505.00,,0.72,
Kepler-1198,b,,2016,,0.131,,7.68477160,,777.00,,0.90,
Kepler-1199,b,,2016,,0.103,,15.04471980,,540.00,,1.17,
Kepler-1200,b,,2016,,0.095,,1.11854972,,579.00,,0.70,
Kepler-1201,b,,2016,,0.204,,15.18725932,,1202.00,,1.24,
