disc_year,hostname,pl_dens,pl_letter,pl_massj,pl_orbper,pl_orbsmax,pl_radj,st_lum,st_rad,st_spectype,sy_bmag,sy_dist,sy_vmag
2015,"K2-19",,"c",0.03398,11.89930000,,0.366,,0.82,,13.7980000,289.8270000,13.0240000
2016,"K2-91",,"b",,1.41954900,0.016400,0.098,,0.28,,17.0850000,62.5785000,15.6220000
2019,"EPIC 206042996",,"b",,5.29860000,,0.152,,0.50,,18.3470000,451.7690000,16.5900000
2018,"K2-217",,"b",,14.07452400,,0.319,,1.33,,12.8130000,381.8780000,12.2640000
2018,"K2-276",,"b",,18.71826900,0.129100,0.336,,0.85,,15.6390000,488.1520000,14.6540000
2018,"K2-219",,"d",,11.13727800,,0.230,,1.19,,12.8370000,325.4000000,12.0900000
2012,"WASP-47",,"b",1.17674,4.15915100,,1.147,,1.16,,12.7360000,264.7800000,11.9360000
2016,"K2-37",,"b",,4.44117000,0.051100,0.144,,0.85,"G3 V",13.4710000,179.9430000,12.5730000
2016,"K2-80",,"c",,5.60500000,0.059600,0.131,,0.87,,13.6070000,200.8020000,12.6940000
2015,"K2-3",,"d",0.00692,44.55603000,0.201400,0.130,-1.231,0.55,"M V",13.5270000,44.0727000,12.1680000
2018,"K2-275",,"c",,8.43883850,0.088100,0.197,,0.69,,13.0850000,123.4380000,11.9740000
2016,"K2-24",0.64000,"b",0.05978,20.88977000,,0.482,,1.16,,12.2200000,170.5620000,11.2750000
2022,"K2-403",,"b",,33.58997900,,0.476,,0.89,,13.0800000,246.5990000,12.3050000
2021,"EPIC 206042996",,"c",,0.35488400,,0.107,,0.50,,18.3470000,451.7690000,16.5900000
2017,"K2-123",,"b",,30.95152400,0.164900,0.246,,0.59,,16.2920000,161.5550000,14.7810000
2018,"K2-215",,"b",,8.26964800,,0.189,,0.97,,13.7210000,403.9640000,12.9900000
2018,"K2-348",,"b",,4.68841800,,0.291,,0.85,,13.5420000,201.8560000,12.5720000
2018,"K2-245",,"b",,11.89307000,0.095900,0.387,,1.25,,,456.0640000,12.7550000
2016,"K2-62",,"b",,6.67202000,0.063600,0.191,,0.73,,13.4860000,112.4670000,12.3910000
2016,"K2-95",,"b",,10.13464540,0.052500,0.295,,0.40,,,179.8540000,17.2360000
2018,"K2-165",,"d",,14.10136100,,0.236,,0.80,,12.4510000,134.5910000,11.3320000
2015,"K2-25",,"b",0.07709,3.48456408,0.028700,0.306,-2.088,0.29,"M4.5 V",17.7600000,44.9565000,16.2100000
2018,"K2-282",,"b",,4.16978300,,0.223,,1.00,,14.8450000,496.2890000,14.2100000
2024,"HD 73344",2.45100,"b",0.03297,15.61100000,0.131000,0.257,,1.22,"F6 V",7.4380000,35.2600000,6.8935100
2018,"K2-188",,"c",,7.81025300,0.078500,0.252,,1.19,,13.2190000,446.8210000,12.6570000
2018,"K2-266",2.03000,"d",0.02800,14.69700000,0.103500,0.261,-0.823,0.70,,12.9970000,77.5586000,11.6250000
2019,"WASP-178",0.37000,"b",1.66000,3.34482850,0.055800,1.810,,1.67,"A1 IV-V",10.0520000,427.6780000,9.9460000
2022,"K2-398",,"b",,6.39302500,,0.203,,1.24,,13.7380000,606.9920000,13.2870000
2016,"K2-75",,"c",,18.31100000,0.142900,0.247,,1.56,,13.3840000,561.9300000,12.8030000
2016,"TRAPPIST-1",4.36678,"d",0.00122,4.04921900,0.022270,0.070,-3.257,0.12,,,,17.0200000
2018,"K2-224",,"c",,10.09489000,0.088600,0.215,,0.84,,13.3570000,275.2550000,12.7000000
2020,"K2-321",,"b",,2.29800000,0.041000,0.174,,0.58,,15.1270000,77.6888000,13.6770000
2017,"K2-136",3.69000,"c",0.05695,17.30713000,0.118500,0.268,-0.777,0.68,,12.4790000,59.2474000,11.1010000
2017,"K2-128",,"b",,5.67581900,0.056000,0.127,,0.78,,13.7490000,114.6370000,12.5800000
2016,"EPIC 211822797",,"b",,21.17019630,0.119500,0.171,,0.58,,16.7080000,186.1970000,15.1330000
2016,"K2-70",,"b",,13.97896000,0.111200,0.258,,0.93,,13.9260000,232.9640000,13.0740000
2018,"K2-277",,"b",,6.32676300,0.067500,0.185,,0.97,,11.0810000,113.1230000,10.3640000
2016,"K2-349",,"b",,9.03217800,,0.123,,0.49,,15.2960000,453.5670000,14.5850000
2022,"GJ 1002",,"b",,10.34650000,0.045700,,-2.852,0.14,"M5.5 V",,4.8486700,
2018,"K2-195",,"c",,28.48278600,,0.230,,0.91,,13.1310000,315.0140000,12.5240000
2018,"K2-183",,"b",,0.46928500,,0.098,,0.87,,13.6320000,329.0410000,12.8670000
2018,"K2-273",,"b",,11.71956630,0.072900,0.272,,0.85,,14.2570000,308.1050000,13.2460000
2020,"K2-323",,"b",,24.93000000,0.127500,0.187,,0.55,,16.4380000,118.3180000,14.9350000
2019,"WASP-177",0.17200,"b",0.50800,3.07172200,0.039570,1.580,,0.89,"K2",13.2650000,176.8180000,12.3120000
2019,"Qatar-10",0.24800,"b",0.73600,1.64532100,0.028600,1.543,0.300,1.25,"F7 V",13.4370000,559.0680000,12.8680000
2019,"HATS-58 A",0.96000,"b",1.03000,4.21808960,0.057980,1.095,0.689,1.43,,12.0510000,403.5910000,11.5720000
2019,"WASP-175",0.74000,"b",0.99000,3.06529070,0.044030,1.208,,1.20,"F7",13.2880000,539.3600000,12.9590000
2019,"WASP-192",1.62000,"b",2.30000,2.87867650,0.040800,1.230,,1.32,"G0 V",13.3170000,508.8850000,12.6780000
2023,"LP 791-18",,"d",0.00283,2.75343600,0.019920,0.092,-2.638,0.18,"M(6.1 +/- 0.7) V",,26.4927000,16.9100000
2019,"LP 791-18",,"c",0.02234,4.98990930,0.029610,0.218,-2.638,0.18,"M(6.1 +/- 0.7) V",,26.4927000,16.9100000
2020,"TOI-824",4.03000,"b",0.05810,1.39297800,0.021770,0.261,-0.710,0.69,"K4 V",12.1010000,63.9262000,11.3140000
2020,"WASP-186",3.82100,"b",4.22000,5.02679900,0.060000,1.110,,1.47,"F",11.4120000,278.5140000,10.8100000
2020,"EPIC 249893012",1.62000,"c",0.04616,15.62400000,0.130000,0.327,,1.71,"G8 IV/V",12.3330000,321.2960000,11.4290000
2016,"K2-99",,"b",,18.25198500,0.159700,1.046,,2.63,,11.7510000,519.2290000,11.1490000
2019,"EPIC 206317286",,"b",,1.58252000,,0.086,,,,15.0800000,314.3500000,14.0050000
2019,"K2-168",,"c",,8.05072200,,0.117,,0.83,,12.9730000,243.9350000,12.3650000
2018,"K2-274",,"b",,14.13303140,0.096400,0.186,,0.70,,14.1190000,228.3270000,13.1810000
2022,"K2-384",,"f",,13.62749000,,0.198,,0.35,"M4 V",,82.6603000,16.1200000
2018,"K2-162",,"b",,9.45889000,0.079500,0.128,,0.69,,13.3100000,124.4330000,12.2780000
2023,"HIP 9618",1.00000,"c",0.02202,52.56363000,0.269000,0.306,-0.072,0.96,,9.8880000,67.5478000,9.2000000
2020,"TOI-564",1.70000,"b",1.46300,1.65114400,0.027340,1.020,0.033,1.09,,11.7890000,199.5810000,11.0970000
2020,"TOI-451",,"b",,1.85870300,0.028300,0.170,-0.189,0.88,,11.6370000,123.7390000,10.9390000
2016,"K2-80",,"b",,19.09180000,0.135000,0.179,,0.87,,13.6070000,200.8020000,12.6940000
2022,"K2-367",,"b",,20.64509900,,0.215,,0.62,,14.9650000,176.9650000,13.7940000
2015,"HAT-P-56",,"b",2.31000,2.79083000,,1.510,,1.47,,11.2910000,320.6390000,10.9200000
2016,"K2-330",,"b",,13.77479800,,0.247,,1.50,,10.1740000,160.1250000,9.6080000
2016,"K2-48",,"b",,20.50650000,0.134400,0.200,,0.73,,15.2860000,313.7640000,14.3450000
2018,"K2-278",,"b",,3.33496600,0.048800,0.266,,1.61,,14.1570000,786.4390000,13.4460000
2016,"K2-102",,"b",,9.91561500,,0.116,-0.657,0.71,,14.5030000,188.1750000,13.0830000
2020,"WASP-107",,"c",,1088.00000000,,,-0.879,0.67,,14.9130000,64.7414000,11.5920000
2018,"K2-186",,"b",,41.47421900,,0.283,,0.98,,12.9440000,330.7390000,12.4130000
2018,"K2-165",,"c",,4.38274500,,0.139,,0.80,,12.4510000,134.5910000,11.3320000
2018,"K2-208",,"b",,4.19094800,,0.150,,0.86,,13.2270000,256.8870000,12.5770000
2021,"K2-356",,"b",,21.02673660,0.159900,0.204,,0.86,,14.0520000,355.5400000,13.2680000
2016,"HIP 41378",,"d",,1114.00000000,,,,1.34,,9.4160000,106.2890000,8.9300000
2018,"K2-259",,"b",,15.48043000,0.127100,0.207,,1.13,,13.1130000,416.4570000,12.5110000
2018,"K2-190",,"b",,10.09885800,,0.121,,0.91,,11.7780000,160.6790000,11.1380000
2018,"K2-229",,"c",,8.32727000,0.076900,0.181,,0.79,,12.0490000,102.5640000,10.9850000
2018,"K2-281",,"b",,8.68772100,0.077300,0.730,,0.76,,16.2180000,458.1390000,15.0480000
2018,"K2-224",,"b",,4.47904000,0.051600,0.139,,0.84,,13.3570000,275.2550000,12.7000000
2015,"K2-17",,"b",,17.96753000,0.119000,0.199,,0.66,,14.8110000,125.1060000,13.4110000
2022,"K2-409",,"b",,1.90808400,,0.221,,1.23,,13.5450000,431.0310000,12.9020000
2002,"HD 50554",,"b",,1293.00000000,2.353000,,0.143,1.02,,7.4120000,31.1664000,6.8561000
2021,"EPIC 201427007",,"b",,0.72091000,,0.134,,0.94,,15.0810000,706.3910000,14.3210000
2020,"K2-111",,"c",,15.68050000,0.115690,,,1.25,,11.7960000,200.3940000,11.1300000
2012,"WASP-55",,"b",0.61000,4.46563000,,1.330,,1.09,,12.6870000,297.4620000,11.7530000
2020,"EPIC 201757695",,"b",,2.04780000,0.029600,0.081,-0.364,0.66,,16.2200000,,14.9740000
2017,"K2-117",,"c",,5.44401700,0.049200,0.184,,0.51,,16.1290000,101.6320000,14.6390000
2019,"K2-268",,"f",,26.27057000,,0.199,,0.78,,14.7750000,327.7830000,13.8480000
2016,"K2-59",,"c",,11.29540000,0.090500,0.205,,0.73,,15.1540000,311.3130000,14.2660000
2018,"K2-230",,"b",,2.86041000,0.040900,0.175,,1.39,,13.2980000,540.7730000,12.7890000
2018,"EPIC 248847494",,"b",13.00000,3650.00000000,4.500000,1.110,,2.70,,13.3270000,551.8860000,12.3530000
2018,"K2-188",,"b",,1.74216900,0.028900,0.120,,1.19,,13.2190000,446.8210000,12.6570000
2016,"K2-60",1.70000,"b",0.42600,3.00265000,0.045000,0.683,,1.12,"G4 V",13.5390000,491.8700000,12.8570000
2022,"K2-365",,"b",,23.44817200,,0.259,,1.05,,12.6720000,187.2220000,11.3720000
2016,"K2-32",0.87000,"d",0.02108,31.71701000,0.184220,0.311,,0.86,,13.2670000,157.6820000,12.3040000
2015,"K2-6",,"b",,30.94191000,0.189800,0.223,,0.96,,13.2910000,316.8190000,12.6600000
2016,"K2-88",,"b",,4.61220000,0.034500,0.110,,0.26,,16.8670000,110.5610000,15.5230000
2018,"K2-233",26.26000,"b",0.03543,2.46750000,0.033080,0.120,,0.71,,11.8130000,67.5062000,10.8830000
2018,"K2-341",,"b",,36.55255100,,0.286,,1.16,,13.6100000,421.4080000,12.7250000
2021,"K2-357",,"b",,16.34886370,0.145000,0.332,,1.00,,14.3670000,517.6870000,13.7480000
2016,"K2-49",,"b",,2.77065000,0.030900,0.172,,0.45,,17.1430000,457.1250000,15.6680000
2018,"K2-268",,"c",,9.32752700,,0.240,,0.78,,14.7750000,327.7830000,13.8480000
2017,"K2-118",,"b",,50.92092000,0.245000,0.227,,0.73,,15.0320000,321.7220000,14.0000000
2018,"K2-172",,"b",,14.31694100,,0.149,,0.87,,13.1910000,249.7420000,12.5000000
2018,"K2-244",,"b",,21.06884000,0.141800,0.156,,0.92,,12.2000000,212.9020000,11.7800000
2016,"K2-340",,"b",,29.74045100,,0.300,,1.13,,15.0300000,738.1360000,14.4280000
2016,"K2-35",,"c",,5.60835200,0.055000,0.172,,0.62,,15.5840000,252.5960000,14.1660000
2016,"K2-58",,"b",,7.05254000,0.069200,0.239,,0.86,,13.3020000,181.7460000,12.4150000
2018,"K2-190",,"c",,21.57402300,,0.098,,0.91,,11.7780000,160.6790000,11.1380000
2016,"K2-84",,"c",,27.86000000,0.176800,0.181,,0.93,,14.4060000,284.8760000,13.3860000
2016,"WASP-118",0.23300,"b",0.51400,4.04604350,0.054530,1.440,,1.70,"F6",11.6220000,376.6580000,11.0090000
2018,"K2-343",,"c",,7.67697200,,0.180,,0.46,,18.0010000,166.1690000,16.0100000
2018,"K2-149",,"b",,11.33200000,0.083000,0.146,-1.310,0.57,"M1.0 V",16.0550000,123.6760000,14.5430000
2019,"K2-43",,"c",,2.19888400,,0.216,,0.54,,17.2540000,182.5360000,15.7480000
2016,"K2-42",,"b",,6.68796000,0.061700,0.192,,0.64,,16.1020000,396.9130000,15.0060000
2016,"K2-57",,"b",,9.00630000,0.074600,0.187,,0.62,,15.6600000,264.2130000,14.4140000
2017,"K2-125",,"b",,21.75026400,0.121000,0.194,,0.40,,17.5530000,124.1560000,16.4000000
2017,"K2-114",3.08000,"b",2.01000,11.39093110,0.094300,0.932,-0.445,0.82,,15.6260000,475.7580000,14.5500000
2016,"K2-32",0.55000,"b",0.04720,8.99200000,0.079500,0.473,,0.86,,13.2670000,157.6820000,12.3040000
2022,"K2-401",,"b",,6.29309900,,0.202,,0.68,,15.4160000,200.7270000,14.0140000
2016,"K2-63",,"c",,25.45560000,0.189000,0.348,,1.63,,13.5010000,517.5340000,12.9800000
2015,"K2-16",,"b",,7.61880000,0.066700,0.180,,0.66,"K3 V",15.6620000,334.9670000,14.6680000
2019,"EPIC 206024342",,"b",,4.50756000,,0.152,,,,13.7980000,369.8880000,13.0960000
2016,"K2-58",,"d",,22.88270000,0.151700,0.153,,0.86,,13.3020000,181.7460000,12.4150000
2016,"K2-24",0.20000,"c",0.04845,42.33910000,,0.669,,1.16,,12.2200000,170.5620000,11.2750000
2018,"K2-158",,"c",,5.90279000,0.062200,0.114,,0.95,,12.3370000,197.2990000,11.7740000
2019,"V1298 Tau",1.79000,"e",1.01000,53.50000000,,0.890,0.039,1.43,,11.1140000,108.1990000,10.1150000
2016,"HIP 41378",,"e",,,,,,1.34,,9.4160000,106.2890000,8.9300000
2013,"WASP-75",0.69000,"b",1.07000,2.48419300,0.037500,1.270,,1.26,"F9",12.0570000,294.0010000,11.5910000
2018,"K2-249",,"b",,12.40900000,0.115100,0.249,,1.57,,12.1310000,521.7160000,12.6460000
2016,"HATS-11",,"b",,3.61918800,0.050700,1.609,,1.54,,14.6570000,944.6030000,14.0600000
2018,"K2-261",0.38000,"b",0.18800,11.63347800,0.103400,0.850,0.328,1.64,,11.5590000,213.2830000,10.6120000
2013,"ROXs 12",,"b",16.00000,,210.000000,,,,"M0",16.1720000,136.6500000,14.7630000
2016,"K2-86",,"b",,8.77683000,0.077000,0.175,,0.76,,13.8140000,258.6990000,13.0410000
2017,"K2-122",,"b",,2.21930230,0.037300,0.103,,0.59,,14.5880000,72.0444000,13.1050000
2018,"HATS-36",,"b",,4.17518600,0.052300,1.153,,1.10,,15.0600000,856.4360000,14.3640000
2022,"K2-368",,"b",,5.02559800,,0.119,,0.66,,14.4880000,206.6080000,13.5810000
2018,"K2-141",7.93000,"b",0.01564,0.28032440,0.007470,0.135,,0.68,,12.1390000,61.8736000,11.4540000
2018,"K2-247",,"c",,6.49424000,0.061500,0.195,,0.69,,16.2120000,258.1130000,14.8570000
2016,"K2-101",,"b",,14.67624290,0.112400,0.178,,0.76,,13.9630000,188.3300000,12.8920000
2019,"EPIC 212424622",,"b",,18.09830000,,0.194,,,,13.9690000,611.8040000,13.4410000
2015,"K2-8",,"b",,10.35239000,0.085600,0.319,,0.74,"K3 V",15.7260000,403.5130000,14.8010000
2017,"HD 106315",4.70000,"b",0.03964,9.55237000,0.090700,0.218,,1.30,"F5 V",9.4000000,109.3530000,8.9510000
2021,"2MASS J04372171+2651014",,"b",4.00000,,118.000000,,-1.164,0.84,"M V",17.2370000,128.4840000,16.1860000
2016,"K2-45",,"b",,1.72926840,0.022400,0.599,,0.45,,17.0500000,495.3170000,15.7460000
2022,"K2-384",,"b",,2.23152700,,0.096,,0.35,"M4 V",,82.6603000,16.1200000
2018,"K2-254",,"c",,12.11839000,0.092300,0.195,,0.67,,15.3860000,227.7750000,14.2380000
2016,"K2-335",,"b",,12.28321100,,0.197,,1.33,,13.0890000,557.9930000,12.5560000
2018,"HD 89345",0.47100,"b",0.11000,11.81430000,0.106600,0.660,0.425,1.75,,10.1490000,132.3450000,9.3800000
2020,"K2-326",,"b",,1.25600000,0.019800,0.203,,0.69,,17.0250000,282.3080000,15.9820000
2021,"GJ 393",,"b",,7.02679000,0.054020,,-1.571,0.43,"M2.0 V",11.0540000,7.0314900,9.6500000
2020,"K2-324",,"b",,3.26200000,0.033100,0.217,,0.51,,16.7830000,136.6670000,15.2230000
2022,"K2-377",,"b",,12.83223500,,0.151,,0.69,,15.3090000,195.1490000,14.1070000
2018,"K2-288 B",,"b",,31.39346300,0.164000,0.170,-1.930,0.32,"M3 V",,65.6138000,
2016,"K2-71",,"b",,6.98541000,0.055900,0.192,,0.43,,18.1210000,153.1920000,16.1400000
2022,"K2-393",,"b",,10.41318100,,0.210,,1.07,,12.6380000,265.9140000,11.8400000
2019,"HIP 79098 AB",,"b",20.50000,,345.000000,,,,,5.8710000,145.7980000,5.8600000
2021,"HD 4760",,"b",,434.00000000,1.140000,,2.930,42.40,,8.8860000,537.8730000,7.5100000
2017,"K2-136",24.00000,"b",0.01353,7.97520000,0.070700,0.090,-0.777,0.68,,12.4790000,59.2474000,11.1010000
2023,"TOI-2589",,"b",3.50000,61.62770000,0.300000,1.080,-0.004,1.07,,11.9040000,200.2730000,11.4150000
2024,"KMT-2023-BLG-1431L",,"b",0.04279,,3.200000,,,,,,6800.0000000,
2023,"TOI-836",3.06000,"c",0.03020,8.59545000,0.075000,0.231,,0.67,"K V",11.1380000,27.5024000,9.9200000
2023,"TOI-836",5.02000,"b",0.01425,3.81673000,0.042200,0.152,,0.67,"K V",11.1380000,27.5024000,9.9200000
2010,"HR 8799",,"e",10.00000,,16.400000,1.170,,,"A5",6.2350000,41.2441000,5.9800000
2008,"HR 8799",,"c",10.00000,69000.00000000,38.000000,1.200,0.692,,"A5 V",6.2350000,41.2441000,5.9800000
2008,"HR 8799",,"d",10.00000,37000.00000000,24.000000,1.200,0.692,,"A5 V",6.2350000,41.2441000,5.9800000
2018,"HD 219666",,"b",,6.04345000,0.104000,0.378,,1.03,"G5 V",10.5960000,94.1719000,9.8090000
2021,"TOI-431",,"c",,4.84940000,0.052000,,,0.73,,10.1040000,32.5686000,9.1200000
2020,"TOI-421",2.04004,"b",0.02108,5.19757600,0.055400,0.236,,0.87,"G9 V",10.7350000,74.7969000,9.9310000
2011,"HD 20794",,"b",,18.31500000,0.120700,,,,"G8 V",4.9660000,6.0027800,4.2600000
2021,"TOI-1062",,"c",,7.97200000,0.080000,,,0.84,"G9 V",11.0170000,82.1733000,10.2490000
2024,"TOI-757",3.60000,"b",0.03304,17.46819000,0.122000,0.223,-0.377,0.78,"K0 V",10.5600000,60.3418000,9.7430000
2024,"TOI-1294",0.34000,"b",0.20105,3.91529200,0.051000,0.903,0.368,1.56,,12.4710000,332.6480000,11.3140000
2024,"TOI-1798",2.61000,"b",0.02045,8.02154000,0.074000,0.213,-0.416,0.79,,12.4770000,113.1810000,11.3610000
2012,"KELT-1",24.70000,"b",27.23000,1.21751400,0.024660,1.110,0.542,1.46,,11.2330000,268.4300000,10.6320000
2012,"Kepler-51",0.03000,"c",0.01300,85.31200000,0.384000,0.803,,0.94,,15.1190000,783.8310000,14.8850000
2024,"TOI-1451",4.67000,"b",0.04782,16.53794400,0.127000,0.233,0.024,1.02,,10.2020000,91.9362000,9.5840000
2011,"WASP-43",2.93900,"b",1.78000,0.81347500,0.014200,0.930,,0.60,,13.7960000,86.7467000,12.3050000
2023,"TOI-4406",,"b",0.30000,30.08364000,0.201000,1.000,0.362,1.29,,11.6130000,261.8340000,10.9370000
2016,"WASP-129",1.60000,"b",1.00000,5.74814500,0.062800,0.930,,0.90,"G1",12.3260000,301.4620000,12.1790000
2016,"HATS-18",1.11690,"b",1.97950,0.83784000,0.017400,1.329,,1.02,,14.8300000,624.3680000,14.1880000
2016,"WASP-87",,"b",2.18000,1.68279500,0.029460,1.385,,1.63,,11.3650000,298.3920000,10.7270000
2022,"TOI-1136",0.89000,"f",0.03052,26.32100000,0.174000,,,0.97,,10.1590000,84.5362000,9.5340000
2012,"WASP-66",,"b",2.35000,4.08605000,,1.400,,1.76,,11.9990000,500.2580000,11.6050000
2009,"WASP-19",0.50600,"b",1.15400,0.78883852,0.016520,1.415,-0.043,1.01,,13.0540000,268.3250000,12.2480000
2017,"HATS-22",3.89000,"b",2.74000,4.72281240,0.050250,0.953,-0.646,0.69,"K V",14.4930000,229.5180000,13.3970000
2020,"LHS 1815",6.70000,"b",0.00497,3.81433400,,0.097,-1.387,0.50,"M1",13.5850000,29.8424000,12.1670000
2023,"HIP 8152",3.63000,"c",0.03367,19.60562000,0.139000,0.225,-0.080,0.96,,10.7390000,101.6940000,10.0700000
2010,"WASP-23",,"b",0.88400,2.94442560,0.037600,0.962,,0.77,,13.4180000,207.4900000,12.5390000
2023,"GJ 806",4.40000,"b",0.00598,0.92632370,0.014060,0.119,-1.585,0.41,"M1.5 V",12.4950000,12.0445000,10.7900000
2015,"K2-19",,"b",0.10194,7.92220000,,0.624,,0.82,,13.7980000,289.8270000,13.0240000
2019,"K2-198",,"d",,7.45001770,,0.218,,0.76,,11.7980000,110.5670000,10.9710000
2018,"K2-182",5.60000,"b",0.06293,4.73696830,0.052600,0.240,-0.408,0.79,,12.8680000,154.8300000,11.8330000
2018,"K2-260",0.50000,"b",1.42000,2.62666570,0.040400,1.552,,1.69,"F6 V",13.1940000,663.8340000,12.6240000
2016,"K2-75",,"b",,7.81420000,0.081000,0.238,,1.56,,13.3840000,561.9300000,12.8030000
2022,"K2-382",,"b",,21.70015600,,0.185,,0.81,,13.7870000,278.4120000,12.9770000
2018,"K2-210",,"b",,0.57023000,,0.077,,0.89,,12.8830000,176.5100000,11.5350000
2021,"K2-352",,"b",,3.66591200,,0.122,,0.95,,11.9530000,176.0510000,11.1250000
2021,"HD 137496",,"c",,479.90000000,1.216300,,,1.59,"G",10.6670000,155.3170000,9.8990000
2016,"HIP 41378",,"c",,31.70648000,,,,1.34,,9.4160000,106.2890000,8.9300000
2018,"K2-263",5.80000,"b",0.04688,50.81894700,0.257300,0.215,,0.85,,12.3480000,162.4810000,11.5680000
2021,"HD 137496",10.49000,"b",0.01271,1.62116000,0.027320,0.117,,1.59,"G",10.6670000,155.3170000,9.8990000
2022,"HD 110537",,"b",27.09900,24469.67342000,16.714000,,,,,8.5080000,45.0858000,7.8300000
2022,"K2-381",,"b",,7.93893340,,0.096,,0.68,,14.0630000,145.7010000,12.8830000
2016,"K2-347",,"b",,7.18725700,,0.215,,0.63,,16.2990000,320.3360000,15.1500000
2018,"K2-229",,"b",,0.58421600,,0.089,,0.79,,12.0490000,102.5640000,10.9850000
2018,"K2-344",,"b",,3.35585000,,0.142,,0.49,,14.9600000,75.1691000,13.4230000
2024,"K2-419 A",0.91600,"b",0.61700,20.35847252,0.120800,0.941,-1.277,0.54,,17.8210000,268.6850000,16.5200000
2018,"K2-352",,"d",,14.87138700,,0.199,,0.95,,11.9530000,176.0510000,11.1250000
2015,"K2-13",,"b",,39.91488000,0.211400,0.169,,0.78,,13.6150000,342.3940000,12.8820000
2012,"Pr0211",,"b",,2.14610000,0.031760,,,0.83,,13.0620000,182.7140000,12.1630000
2022,"K2-370",,"b",,2.14084000,,0.286,,0.97,,11.7170000,144.2020000,11.1090000
2021,"EPIC 220492298",,"b",,0.76240600,,0.088,,0.89,,14.8190000,624.5120000,13.9910000
2022,"K2-408",,"b",,20.97895900,,0.150,,0.78,,12.7070000,162.3060000,12.0560000
2022,"K2-371",,"b",,3.11490500,,1.162,,0.74,,15.6430000,442.8130000,14.4920000
2022,"K2-380",,"b",,9.40131200,,0.243,,1.32,,12.3820000,249.3030000,11.6880000
2019,"EPIC 212737443",,"c",,65.55000000,0.280000,0.240,,0.67,"K3",15.0360000,336.2500000,14.8100000
2016,"K2-50",,"b",,8.75290000,0.070500,0.142,,0.55,,15.9810000,257.4430000,14.7050000
2018,"K2-170",,"c",,12.40004700,,0.161,,0.98,,13.2670000,392.8720000,12.6680000
2022,"Kepler-138",,"e",0.00135,38.23000000,0.180300,,-1.252,0.54,,14.6210000,66.8624000,13.0400000
2008,"CoRoT-1",0.38000,"b",1.03000,1.50895570,,1.490,,1.11,"G0 V",14.1580000,787.9090000,13.6230000
2022,"HD 29399",,"b",,892.70000000,1.913000,,1.002,4.50,"K1 III",6.8230000,44.1518000,5.7900000
2015,"HIP 67851",,"b",,88.87622000,0.482000,,,,,7.1980000,64.1181000,6.1700000
2015,"HIP 67851",,"c",6.93700,3923.66090000,6.032000,,,,,7.1980000,64.1181000,6.1700000
2012,"HD 5608",,"b",,768.70000000,1.790000,,1.155,5.43,"K0 IV",6.9960000,58.1105000,6.0027200
2013,"HD 120084",,"b",6.40000,2142.00000000,4.210000,,1.738,10.37,"G7 III",6.9170000,103.0440000,5.9068600
2014,"Kepler-111",3.42000,"c",0.70000,224.77833000,0.751000,0.632,0.158,1.15,,14.3410000,657.2230000,13.5430000
2016,"Kepler-553",,"b",0.36500,4.03046700,0.047660,0.423,-0.271,0.90,,16.1400000,728.5250000,15.0340000
2016,"Kepler-553",7.53000,"c",6.70000,328.24017000,0.898000,1.033,-0.271,0.90,,16.1400000,728.5250000,15.0340000
2016,"Kepler-849",3.09000,"b",0.94000,394.62508000,1.137000,0.721,0.573,1.82,,13.7080000,822.1340000,12.8780000
2013,"PH2",0.58000,"b",0.27400,282.52542000,0.833000,0.833,-0.058,0.95,,13.4460000,343.8630000,12.6450000
2014,"Kepler-289",1.45000,"b",0.01164,34.53830000,,0.222,0.061,1.00,,14.7340000,704.4380000,14.1420000
2014,"Kepler-289",1.14000,"d",0.01677,66.02820000,,0.270,0.061,1.00,,14.7340000,704.4380000,14.1420000
2014,"Kepler-289",0.66000,"c",0.49000,125.87230000,,1.002,0.061,1.00,,14.7340000,704.4380000,14.1420000
2024,"TOI-1386",1.04000,"b",0.14410,25.84010000,0.173000,0.555,0.010,1.02,,11.3370000,146.8580000,10.6100000
2013,"KOI-94",0.91000,"c",0.04900,10.42364800,0.101300,0.385,0.479,1.52,,13.0050000,477.0520000,12.3140000
2020,"HIP 65 A",0.48000,"b",3.21300,0.98097340,0.017820,2.030,-0.678,0.72,"K4 V",12.0990000,61.7856000,11.0000000
2011,"WASP-48",,"b",0.80000,2.14363000,,1.500,,1.58,,12.3070000,454.1440000,11.6470000
2008,"XO-5",1.06000,"b",1.19000,4.18775580,0.051500,1.140,,1.13,,12.8990000,276.2110000,12.1980000
2010,"HAT-P-16",2.42000,"b",4.19300,2.77596000,0.041300,1.289,0.294,1.24,"F8",11.3800000,226.6370000,10.9110000
2012,"WASP-42",0.46400,"b",0.52700,4.98168190,0.056100,1.122,,0.89,,13.1480000,177.2910000,12.1690000
2012,"HAT-P-42",0.61000,"b",1.04400,4.64187800,0.057500,1.280,0.356,1.53,,12.8270000,405.2380000,12.1250000
2014,"Kepler-105",11.20000,"c",0.01447,7.12620000,,0.117,,0.89,,13.5850000,459.2230000,12.9810000
2019,"GJ 357",,"c",,9.12470000,0.061000,,-1.798,0.34,"M2.5 V",12.3550000,9.4418100,10.9100000
2010,"WASP-8",,"b",2.54000,8.15872000,,1.130,,1.03,,10.5190000,89.9606000,9.7890000
